"Worker ID","ImageOnly #1: ID","ImageOnly #1: Emotions","ImageOnly #1: Other Emotions","ImageOnly #2: ID","ImageOnly #2: Emotions","ImageOnly #2: Other Emotions","ImageOnly #3: ID","ImageOnly #3: Emotions","ImageOnly #3: Other Emotions","ImageOnly #4: ID","ImageOnly #4: Emotions","ImageOnly #4: Other Emotions","ImageOnly #5: ID","ImageOnly #5: Emotions","ImageOnly #5: Other Emotions","TitleOnly #1: ID","TitleOnly #1: Emotions","TitleOnly #1: Other Emotions","TitleOnly #2: ID","TitleOnly #2: Emotions","TitleOnly #2: Other Emotions","TitleOnly #3: ID","TitleOnly #3: Emotions","TitleOnly #3: Other Emotions","TitleOnly #4: ID","TitleOnly #4: Emotions","TitleOnly #4: Other Emotions","TitleOnly #5: ID","TitleOnly #5: Emotions","TitleOnly #5: Other Emotions","Art (image+title) #1: ID","Art (image+title) #1: Emotions","Art (image+title) #1: Other Emotions","Art (image+title) #1: Is painting","Art (image+title) #1: Face/body","Art (image+title) #1: Art rating","Art (image+title) #2: ID","Art (image+title) #2: Emotions","Art (image+title) #2: Other Emotions","Art (image+title) #2: Is painting","Art (image+title) #2: Face/body","Art (image+title) #2: Art rating","Art (image+title) #3: ID","Art (image+title) #3: Emotions","Art (image+title) #3: Other Emotions","Art (image+title) #3: Is painting","Art (image+title) #3: Face/body","Art (image+title) #3: Art rating","Art (image+title) #4: ID","Art (image+title) #4: Emotions","Art (image+title) #4: Other Emotions","Art (image+title) #4: Is painting","Art (image+title) #4: Face/body","Art (image+title) #4: Art rating","Art (image+title) #5: ID","Art (image+title) #5: Emotions","Art (image+title) #5: Other Emotions","Art (image+title) #5: Is painting","Art (image+title) #5: Face/body","Art (image+title) #5: Art rating"
worker_16,577278bdedc2cb3880d8c804,"trust
gratitude
love
optimism",,57728952edc2cb38800d46d8,"humility
happiness
optimism",,577273feedc2cb3880ca5e94,"humility
love
optimism",,57728046edc2cb3880f0a043,humility,,577286feedc2cb38800609da,regret,,577278bdedc2cb3880d8c804,"trust
gratitude
humility
happiness
love",,57728952edc2cb38800d46d8,trust,,577273feedc2cb3880ca5e94,"love
optimism",,57728046edc2cb3880f0a043,humility,,577286feedc2cb38800609da,humility,,57728046edc2cb3880f0a043,humility,,no,none,3,57728952edc2cb38800d46d8,"trust
happiness
love",,no,"face
body",3,577278bdedc2cb3880d8c804,"trust
gratitude
humility
happiness
optimism",,yes,"face
body",3,577273feedc2cb3880ca5e94,"happiness
love
optimism",,yes,"face
body",3,577286feedc2cb38800609da,"fear
regret",,yes,none,-3
worker_10,577278bdedc2cb3880d8c804,"trust
gratitude
humility",,57728952edc2cb38800d46d8,anticipation,,577273feedc2cb3880ca5e94,"happiness
love",,57728046edc2cb3880f0a043,humility,,577286feedc2cb38800609da,other,n,577278bdedc2cb3880d8c804,"love
optimism",,57728952edc2cb38800d46d8,anticipation,,577273feedc2cb3880ca5e94,love,,57728046edc2cb3880f0a043,other,n,577286feedc2cb38800609da,anticipation,,57728046edc2cb3880f0a043,humility,,no,none,3,57728952edc2cb38800d46d8,"humility
anticipation",,no,"face
body",2,577278bdedc2cb3880d8c804,"trust
gratitude
humility
love",,yes,"face
body",2,577273feedc2cb3880ca5e94,"happiness
love",,yes,"face
body",2,577286feedc2cb38800609da,other,n,yes,none,-1
worker_164,577278bdedc2cb3880d8c804,"humility
love",,57728952edc2cb38800d46d8,"fear
regret",,577273feedc2cb3880ca5e94,"arrogance
regret",,57728046edc2cb3880f0a043,"fear
sadness",,577286feedc2cb38800609da,"arrogance
fear
pessimism",,577278bdedc2cb3880d8c804,"humility
optimism",,57728952edc2cb38800d46d8,"gratitude
happiness",,577273feedc2cb3880ca5e94,"trust
happiness",,57728046edc2cb3880f0a043,"trust
humility
happiness",,577286feedc2cb38800609da,"anticipation
surprise",,57728046edc2cb3880f0a043,"pessimism
sadness",,no,none,-2,57728952edc2cb38800d46d8,"disgust
regret
sadness",,yes,none,-3,577278bdedc2cb3880d8c804,"gratitude
happiness
optimism",,yes,"face
body",1,577273feedc2cb3880ca5e94,"anger
fear
regret",,yes,"face
body",-3,577286feedc2cb38800609da,"anger
fear",,no,none,-3
worker_58,577278bdedc2cb3880d8c804,"humility
happiness
surprise",,57728952edc2cb38800d46d8,"anticipation
surprise",,577273feedc2cb3880ca5e94,"gratitude
happiness
optimism",,57728046edc2cb3880f0a043,"anticipation
surprise",,577286feedc2cb38800609da,"pessimism
anticipation",,577278bdedc2cb3880d8c804,"gratitude
humility
optimism",,57728952edc2cb38800d46d8,"humility
happiness",,577273feedc2cb3880ca5e94,"humility
happiness
optimism",,57728046edc2cb3880f0a043,anticipation,,577286feedc2cb38800609da,other,n,57728046edc2cb3880f0a043,"anticipation
surprise",,no,none,2,57728952edc2cb38800d46d8,"humility
surprise",,no,"face
body",1,577278bdedc2cb3880d8c804,"trust
humility
happiness
arrogance",,yes,"face
body",0,577273feedc2cb3880ca5e94,"gratitude
humility
love
optimism",,yes,"face
body",2,577286feedc2cb38800609da,fear,,yes,none,-1
worker_77,577278bdedc2cb3880d8c804,"trust
agreeableness",,57728952edc2cb38800d46d8,surprise,,577273feedc2cb3880ca5e94,"humility
happiness",,57728046edc2cb3880f0a043,surprise,,577286feedc2cb38800609da,surprise,,577278bdedc2cb3880d8c804,"trust
agreeableness",,57728952edc2cb38800d46d8,humility,,577273feedc2cb3880ca5e94,happiness,,57728046edc2cb3880f0a043,humility,,577286feedc2cb38800609da,surprise,,57728046edc2cb3880f0a043,surprise,,yes,none,1,57728952edc2cb38800d46d8,surprise,,no,body,1,577278bdedc2cb3880d8c804,"trust
agreeableness",,yes,"face
body",3,577273feedc2cb3880ca5e94,"humility
anticipation",,yes,"face
body",3,577286feedc2cb38800609da,surprise,,yes,none,-3
worker_28,577278bdedc2cb3880d8c804,"gratitude
love",,57728952edc2cb38800d46d8,anticipation,,577273feedc2cb3880ca5e94,"happiness
love",,57728046edc2cb3880f0a043,anticipation,,577286feedc2cb38800609da,anticipation,,577278bdedc2cb3880d8c804,happiness,,57728952edc2cb38800d46d8,"gratitude
happiness",,577273feedc2cb3880ca5e94,"happiness
love",,57728046edc2cb3880f0a043,anticipation,,577286feedc2cb38800609da,anticipation,,57728046edc2cb3880f0a043,anticipation,,no,none,1,57728952edc2cb38800d46d8,anticipation,,no,"face
body",1,577278bdedc2cb3880d8c804,"gratitude
happiness
love",,yes,"face
body",3,577273feedc2cb3880ca5e94,"happiness
love",,yes,"face
body",3,577286feedc2cb38800609da,anticipation,,no,none,0
worker_51,57728284edc2cb3880f80130,fear,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,humility,,577284abedc2cb3880fe87e1,fear,,577286e8edc2cb38800592d4,surprise,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,disgust,,577286e8edc2cb38800592d4,optimism,,57728284edc2cb3880f80130,happiness,,577284abedc2cb3880fe87e1,happiness,,5772849fedc2cb3880fe73ad,humility,,yes,none,2,57728284edc2cb3880f80130,fear,,yes,body,0,57727d74edc2cb3880e7cb86,trust,,yes,"face
body",1,577284abedc2cb3880fe87e1,fear,,yes,"face
body",-1,577286e8edc2cb38800592d4,surprise,,yes,none,3
worker_11,57728284edc2cb3880f80130,"sadness
disagreeableness
anticipation",,57727d74edc2cb3880e7cb86,"trust
gratitude
humility",,5772849fedc2cb3880fe73ad,surprise,,577284abedc2cb3880fe87e1,"disagreeableness
anticipation
surprise",,577286e8edc2cb38800592d4,"disagreeableness
surprise",,57727d74edc2cb3880e7cb86,"trust
gratitude
humility",,5772849fedc2cb3880fe73ad,"pessimism
sadness
anticipation",,577286e8edc2cb38800592d4,"happiness
optimism
anticipation",,57728284edc2cb3880f80130,"pessimism
sadness
disagreeableness",,577284abedc2cb3880fe87e1,"happiness
optimism",,5772849fedc2cb3880fe73ad,surprise,,yes,none,-3,57728284edc2cb3880f80130,"pessimism
sadness",,yes,"face
body",3,57727d74edc2cb3880e7cb86,"trust
gratitude
humility",,yes,"face
body",3,577284abedc2cb3880fe87e1,"pessimism
sadness
anticipation
surprise",,yes,"face
body",-3,577286e8edc2cb38800592d4,"happiness
optimism
anticipation
surprise",,yes,none,2
worker_12,57728284edc2cb3880f80130,anticipation,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,other,nothing,577284abedc2cb3880fe87e1,anticipation,,577286e8edc2cb38800592d4,anticipation,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,anticipation,,577286e8edc2cb38800592d4,anticipation,,57728284edc2cb3880f80130,anticipation,,577284abedc2cb3880fe87e1,anticipation,,5772849fedc2cb3880fe73ad,anticipation,,yes,none,0,57728284edc2cb3880f80130,anticipation,,yes,none,0,57727d74edc2cb3880e7cb86,trust,,yes,face,1,577284abedc2cb3880fe87e1,anticipation,,yes,face,1,577286e8edc2cb38800592d4,anticipation,,yes,none,0
worker_14,57728284edc2cb3880f80130,"anticipation
surprise",,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,"anticipation
surprise",,577284abedc2cb3880fe87e1,"anticipation
surprise",,577286e8edc2cb38800592d4,"anticipation
surprise",,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,pessimism,,577286e8edc2cb38800592d4,anticipation,,57728284edc2cb3880f80130,sadness,,577284abedc2cb3880fe87e1,happiness,,5772849fedc2cb3880fe73ad,pessimism,,yes,none,0,57728284edc2cb3880f80130,sadness,,yes,"face
body",1,57727d74edc2cb3880e7cb86,trust,,yes,face,3,577284abedc2cb3880fe87e1,"anticipation
surprise",,yes,face,0,577286e8edc2cb38800592d4,"anticipation
surprise",,yes,none,0
worker_15,57728284edc2cb3880f80130,"humility
happiness",,57727d74edc2cb3880e7cb86,arrogance,,5772849fedc2cb3880fe73ad,anticipation,,577284abedc2cb3880fe87e1,surprise,,577286e8edc2cb38800592d4,"happiness
anticipation
surprise",,57727d74edc2cb3880e7cb86,arrogance,,5772849fedc2cb3880fe73ad,"pessimism
sadness",,577286e8edc2cb38800592d4,"humility
happiness",,57728284edc2cb3880f80130,"pessimism
sadness",,577284abedc2cb3880fe87e1,"happiness
optimism",,5772849fedc2cb3880fe73ad,anticipation,,yes,none,3,57728284edc2cb3880f80130,"humility
sadness",,yes,"face
body",3,57727d74edc2cb3880e7cb86,arrogance,,yes,"face
body",1,577284abedc2cb3880fe87e1,"anticipation
surprise",,yes,"face
body",2,577286e8edc2cb38800592d4,"happiness
optimism
surprise",,yes,none,3
worker_21,57728284edc2cb3880f80130,happiness,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,surprise,,577284abedc2cb3880fe87e1,sadness,,577286e8edc2cb38800592d4,optimism,,57727d74edc2cb3880e7cb86,sadness,,5772849fedc2cb3880fe73ad,sadness,,577286e8edc2cb38800592d4,happiness,,57728284edc2cb3880f80130,fear,,577284abedc2cb3880fe87e1,happiness,,5772849fedc2cb3880fe73ad,sadness,,yes,none,0,57728284edc2cb3880f80130,happiness,,yes,none,1,57727d74edc2cb3880e7cb86,trust,,yes,"face
body",0,577284abedc2cb3880fe87e1,sadness,,yes,"face
body",1,577286e8edc2cb38800592d4,optimism,,yes,none,0
worker_46,57728284edc2cb3880f80130,"optimism
sadness",,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,disgust,,577284abedc2cb3880fe87e1,fear,,577286e8edc2cb38800592d4,optimism,,57727d74edc2cb3880e7cb86,trust,,5772849fedc2cb3880fe73ad,pessimism,,577286e8edc2cb38800592d4,happiness,,57728284edc2cb3880f80130,sadness,,577284abedc2cb3880fe87e1,happiness,,5772849fedc2cb3880fe73ad,disgust,,yes,none,0,57728284edc2cb3880f80130,"optimism
sadness",,yes,"face
body",1,57727d74edc2cb3880e7cb86,trust,,yes,"face
body",0,577284abedc2cb3880fe87e1,disgust,,yes,"face
body",-2,577286e8edc2cb38800592d4,optimism,,yes,none,0
worker_18,57728284edc2cb3880f80130,happiness,,57727d74edc2cb3880e7cb86,"trust
disgust",,5772849fedc2cb3880fe73ad,other,n,577284abedc2cb3880fe87e1,surprise,,577286e8edc2cb38800592d4,other,n,57727d74edc2cb3880e7cb86,"trust
happiness",,5772849fedc2cb3880fe73ad,"pessimism
sadness",,577286e8edc2cb38800592d4,happiness,,57728284edc2cb3880f80130,sadness,,577284abedc2cb3880fe87e1,"humility
happiness",,5772849fedc2cb3880fe73ad,shyness,,yes,none,2,57728284edc2cb3880f80130,"happiness
sadness",,yes,"face
body",1,57727d74edc2cb3880e7cb86,trust,,yes,"face
body",-1,577284abedc2cb3880fe87e1,surprise,,yes,"face
body",1,577286e8edc2cb38800592d4,happiness,,yes,none,0
worker_13,57728284edc2cb3880f80130,happiness,,57727d74edc2cb3880e7cb86,anticipation,,5772849fedc2cb3880fe73ad,surprise,,577284abedc2cb3880fe87e1,"disgust
surprise",,577286e8edc2cb38800592d4,surprise,,57727d74edc2cb3880e7cb86,other,n,5772849fedc2cb3880fe73ad,"fear
pessimism",,577286e8edc2cb38800592d4,happiness,,57728284edc2cb3880f80130,other,n,577284abedc2cb3880fe87e1,surprise,,5772849fedc2cb3880fe73ad,sadness,,yes,none,-2,57728284edc2cb3880f80130,happiness,,yes,"face
body",2,57727d74edc2cb3880e7cb86,surprise,,yes,"face
body",2,577284abedc2cb3880fe87e1,surprise,,yes,"face
body",-1,577286e8edc2cb38800592d4,"anger
surprise",,yes,none,-2
worker_44,57728284edc2cb3880f80130,"fear
regret
sadness",,57727d74edc2cb3880e7cb86,"anger
arrogance
disgust",,5772849fedc2cb3880fe73ad,"fear
surprise",,577284abedc2cb3880fe87e1,"trust
surprise",,577286e8edc2cb38800592d4,"happiness
surprise",,57727d74edc2cb3880e7cb86,"trust
gratitude",,5772849fedc2cb3880fe73ad,"fear
sadness",,577286e8edc2cb38800592d4,"happiness
love",,57728284edc2cb3880f80130,"fear
regret
sadness",,577284abedc2cb3880fe87e1,"happiness
love",,5772849fedc2cb3880fe73ad,"fear
surprise",,yes,none,1,57728284edc2cb3880f80130,"fear
pessimism
regret
sadness",,yes,"face
body",1,57727d74edc2cb3880e7cb86,"arrogance
disgust",,yes,"face
body",2,577284abedc2cb3880fe87e1,"trust
happiness
love",,yes,"face
body",3,577286e8edc2cb38800592d4,"trust
happiness
love",,yes,none,2
worker_17,57728284edc2cb3880f80130,surprise,,57727d74edc2cb3880e7cb86,arrogance,,5772849fedc2cb3880fe73ad,surprise,,577284abedc2cb3880fe87e1,"trust
happiness
anticipation",,577286e8edc2cb38800592d4,"anticipation
surprise",,57727d74edc2cb3880e7cb86,anticipation,,5772849fedc2cb3880fe73ad,sadness,,577286e8edc2cb38800592d4,happiness,,57728284edc2cb3880f80130,anticipation,,577284abedc2cb3880fe87e1,happiness,,5772849fedc2cb3880fe73ad,anticipation,,yes,none,0,57728284edc2cb3880f80130,sadness,,yes,"face
body",2,57727d74edc2cb3880e7cb86,arrogance,,yes,"face
body",2,577284abedc2cb3880fe87e1,"happiness
optimism
surprise",,yes,face,2,577286e8edc2cb38800592d4,surprise,,yes,none,-2
worker_165,57728284edc2cb3880f80130,"pessimism
sadness",,57727d74edc2cb3880e7cb86,"trust
anticipation",,5772849fedc2cb3880fe73ad,surprise,,577284abedc2cb3880fe87e1,surprise,,577286e8edc2cb38800592d4,"pessimism
sadness
surprise",,57727d74edc2cb3880e7cb86,"trust
optimism",,5772849fedc2cb3880fe73ad,"pessimism
sadness",,577286e8edc2cb38800592d4,"trust
optimism",,57728284edc2cb3880f80130,"pessimism
regret
sadness",,577284abedc2cb3880fe87e1,"trust
humility
happiness
optimism",,5772849fedc2cb3880fe73ad,"pessimism
sadness
surprise",,yes,none,-2,57728284edc2cb3880f80130,"pessimism
regret
sadness",,yes,"face
body",2,57727d74edc2cb3880e7cb86,"trust
optimism",,yes,"face
body",1,577284abedc2cb3880fe87e1,surprise,,yes,"face
body",-2,577286e8edc2cb38800592d4,surprise,,yes,none,0
worker_6,57726ecdedc2cb3880b8857f,"trust
humility",,57727e33edc2cb3880ea4019,trust,,577289a7edc2cb38800e769c,trust,,577284f5edc2cb3880ffa16a,humility,,57728261edc2cb3880f7748f,trust,,57728261edc2cb3880f7748f,disgust,,577284f5edc2cb3880ffa16a,trust,,57727e33edc2cb3880ea4019,trust,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,disgust,,577284f5edc2cb3880ffa16a,humility,,yes,"face
body",1,577289a7edc2cb38800e769c,trust,,yes,"face
body",1,57726ecdedc2cb3880b8857f,"trust
humility",,yes,"face
body",1,57727e33edc2cb3880ea4019,trust,,yes,"face
body",1,57728261edc2cb3880f7748f,"humility
happiness",,yes,"face
body",1
worker_3,57726ecdedc2cb3880b8857f,happiness,,57727e33edc2cb3880ea4019,"trust
happiness",,577289a7edc2cb38800e769c,happiness,,577284f5edc2cb3880ffa16a,sadness,,57728261edc2cb3880f7748f,happiness,,57728261edc2cb3880f7748f,disgust,,577284f5edc2cb3880ffa16a,happiness,,57727e33edc2cb3880ea4019,happiness,,577289a7edc2cb38800e769c,happiness,,57726ecdedc2cb3880b8857f,happiness,,577284f5edc2cb3880ffa16a,sadness,,yes,body,0,577289a7edc2cb38800e769c,happiness,,yes,body,0,57726ecdedc2cb3880b8857f,happiness,,yes,body,0,57727e33edc2cb3880ea4019,"trust
happiness",,yes,body,1,57728261edc2cb3880f7748f,happiness,,yes,body,0
worker_43,57726ecdedc2cb3880b8857f,"happiness
love",,57727e33edc2cb3880ea4019,"trust
happiness
love",,577289a7edc2cb38800e769c,trust,,577284f5edc2cb3880ffa16a,fear,,57728261edc2cb3880f7748f,trust,,57728261edc2cb3880f7748f,trust,,577284f5edc2cb3880ffa16a,happiness,,57727e33edc2cb3880ea4019,trust,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,humility,,577284f5edc2cb3880ffa16a,fear,,yes,"face
body",-1,577289a7edc2cb38800e769c,trust,,yes,"face
body",2,57726ecdedc2cb3880b8857f,"humility
happiness
optimism",,yes,"face
body",2,57727e33edc2cb3880ea4019,trust,,yes,"face
body",1,57728261edc2cb3880f7748f,trust,,yes,body,1
worker_9,57726ecdedc2cb3880b8857f,happiness,,57727e33edc2cb3880ea4019,happiness,,577289a7edc2cb38800e769c,arrogance,,577284f5edc2cb3880ffa16a,sadness,,57728261edc2cb3880f7748f,humility,,57728261edc2cb3880f7748f,humility,,577284f5edc2cb3880ffa16a,happiness,,57727e33edc2cb3880ea4019,humility,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,humility,,577284f5edc2cb3880ffa16a,sadness,,yes,body,-3,577289a7edc2cb38800e769c,trust,,yes,"face
body",0,57726ecdedc2cb3880b8857f,happiness,,yes,"face
body",1,57727e33edc2cb3880ea4019,happiness,,yes,"face
body",0,57728261edc2cb3880f7748f,humility,,yes,body,0
worker_99,57726ecdedc2cb3880b8857f,"humility
happiness
optimism",,57727e33edc2cb3880ea4019,happiness,,577289a7edc2cb38800e769c,trust,,577284f5edc2cb3880ffa16a,"disgust
fear
sadness",,57728261edc2cb3880f7748f,"humility
happiness",,57728261edc2cb3880f7748f,other,neutral,577284f5edc2cb3880ffa16a,"humility
happiness",,57727e33edc2cb3880ea4019,love,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,other,neutral,577284f5edc2cb3880ffa16a,"humility
fear",,yes,"face
body",-2,577289a7edc2cb38800e769c,trust,,yes,"face
body",2,57726ecdedc2cb3880b8857f,"humility
happiness
optimism",,yes,"face
body",3,57727e33edc2cb3880ea4019,"happiness
love",,yes,"face
body",2,57728261edc2cb3880f7748f,"humility
happiness",,yes,none,3
worker_113,57726ecdedc2cb3880b8857f,agreeableness,,57727e33edc2cb3880ea4019,agreeableness,,577289a7edc2cb38800e769c,agreeableness,,577284f5edc2cb3880ffa16a,agreeableness,,57728261edc2cb3880f7748f,anticipation,,57728261edc2cb3880f7748f,anticipation,,577284f5edc2cb3880ffa16a,agreeableness,,57727e33edc2cb3880ea4019,agreeableness,,577289a7edc2cb38800e769c,agreeableness,,57726ecdedc2cb3880b8857f,agreeableness,,577284f5edc2cb3880ffa16a,agreeableness,,yes,face,1,577289a7edc2cb38800e769c,agreeableness,,yes,face,1,57726ecdedc2cb3880b8857f,agreeableness,,yes,face,1,57727e33edc2cb3880ea4019,agreeableness,,yes,face,1,57728261edc2cb3880f7748f,anticipation,,yes,none,2
worker_151,57726ecdedc2cb3880b8857f,"happiness
optimism
anticipation",,57727e33edc2cb3880ea4019,"trust
gratitude
happiness
optimism
arrogance
agreeableness",,577289a7edc2cb38800e769c,"arrogance
anticipation",,577284f5edc2cb3880ffa16a,"disgust
disagreeableness",,57728261edc2cb3880f7748f,"trust
anticipation",,57728261edc2cb3880f7748f,"anticipation
surprise",,577284f5edc2cb3880ffa16a,"trust
happiness
optimism
agreeableness",,57727e33edc2cb3880ea4019,"trust
agreeableness",,577289a7edc2cb38800e769c,"arrogance
anticipation",,57726ecdedc2cb3880b8857f,"anticipation
surprise",,577284f5edc2cb3880ffa16a,"disgust
disagreeableness",,yes,"face
body",-2,577289a7edc2cb38800e769c,"arrogance
anticipation",,yes,"face
body",0,57726ecdedc2cb3880b8857f,"trust
happiness
optimism
anticipation",,yes,"face
body",1,57727e33edc2cb3880ea4019,"trust
happiness
optimism
arrogance
anticipation",,yes,"face
body",2,57728261edc2cb3880f7748f,"anticipation
surprise",,yes,"face
body",2
worker_40,57726ecdedc2cb3880b8857f,happiness,,57727e33edc2cb3880ea4019,love,,577289a7edc2cb38800e769c,"happiness
love
optimism",,577284f5edc2cb3880ffa16a,"disgust
fear
pessimism
regret
sadness",,57728261edc2cb3880f7748f,optimism,,57728261edc2cb3880f7748f,optimism,,577284f5edc2cb3880ffa16a,happiness,,57727e33edc2cb3880ea4019,love,,577289a7edc2cb38800e769c,"happiness
love
optimism",,57726ecdedc2cb3880b8857f,agreeableness,,577284f5edc2cb3880ffa16a,sadness,,yes,body,-2,577289a7edc2cb38800e769c,optimism,,yes,body,2,57726ecdedc2cb3880b8857f,happiness,,yes,body,-3,57727e33edc2cb3880ea4019,love,,yes,body,1,57728261edc2cb3880f7748f,optimism,,yes,body,1
worker_26,57726ecdedc2cb3880b8857f,humility,,57727e33edc2cb3880ea4019,"humility
happiness
love",,577289a7edc2cb38800e769c,"gratitude
arrogance",,577284f5edc2cb3880ffa16a,"anger
disgust
fear
shame",,57728261edc2cb3880f7748f,"gratitude
sadness",,57728261edc2cb3880f7748f,humility,,577284f5edc2cb3880ffa16a,happiness,,57727e33edc2cb3880ea4019,happiness,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,humility,,577284f5edc2cb3880ffa16a,"anger
disgust
fear",,yes,"face
body",1,577289a7edc2cb38800e769c,"trust
arrogance",,yes,"face
body",0,57726ecdedc2cb3880b8857f,humility,,yes,"face
body",1,57727e33edc2cb3880ea4019,"happiness
love",,yes,"face
body",2,57728261edc2cb3880f7748f,"gratitude
sadness",,yes,none,3
worker_46,57726ecdedc2cb3880b8857f,"humility
happiness
optimism",,57727e33edc2cb3880ea4019,"trust
happiness
optimism",,577289a7edc2cb38800e769c,"trust
optimism",,577284f5edc2cb3880ffa16a,"pessimism
sadness",,57728261edc2cb3880f7748f,happiness,,57728261edc2cb3880f7748f,disgust,,577284f5edc2cb3880ffa16a,trust,,57727e33edc2cb3880ea4019,anticipation,,577289a7edc2cb38800e769c,trust,,57726ecdedc2cb3880b8857f,happiness,,577284f5edc2cb3880ffa16a,"pessimism
sadness",,yes,"face
body",0,577289a7edc2cb38800e769c,trust,,yes,"face
body",0,57726ecdedc2cb3880b8857f,"trust
happiness
optimism",,yes,"face
body",0,57727e33edc2cb3880ea4019,"trust
gratitude
happiness
optimism",,yes,"face
body",1,57728261edc2cb3880f7748f,happiness,,yes,"face
body",0
worker_114,57726ecdedc2cb3880b8857f,love,,57727e33edc2cb3880ea4019,love,,577289a7edc2cb38800e769c,happiness,,577284f5edc2cb3880ffa16a,"shame
surprise",,57728261edc2cb3880f7748f,anticipation,,57728261edc2cb3880f7748f,anticipation,,577284f5edc2cb3880ffa16a,"shame
surprise",,57727e33edc2cb3880ea4019,love,,577289a7edc2cb38800e769c,happiness,,57726ecdedc2cb3880b8857f,love,,577284f5edc2cb3880ffa16a,"shame
surprise",,yes,none,2,577289a7edc2cb38800e769c,happiness,,yes,"face
body",2,57726ecdedc2cb3880b8857f,love,,yes,"face
body",2,57727e33edc2cb3880ea4019,love,,yes,"face
body",2,57728261edc2cb3880f7748f,anticipation,,yes,body,2
worker_67,57726ecdedc2cb3880b8857f,"humility
love
regret
shame
disagreeableness
surprise",,57727e33edc2cb3880ea4019,"trust
happiness
optimism
regret
surprise",,577289a7edc2cb38800e769c,"trust
happiness
optimism
fear
regret
shame
agreeableness
disagreeableness
anticipation",,577284f5edc2cb3880ffa16a,"humility
optimism
anger
pessimism
shame
surprise",,57728261edc2cb3880f7748f,"gratitude
love
arrogance
surprise
shyness",,57728261edc2cb3880f7748f,"trust
humility
disgust
pessimism
anticipation",,577284f5edc2cb3880ffa16a,"gratitude
happiness
disgust
pessimism
anticipation
shyness",,57727e33edc2cb3880ea4019,"gratitude
happiness
disgust
pessimism
disagreeableness
surprise",,577289a7edc2cb38800e769c,"gratitude
humility
fear
pessimism
disagreeableness
surprise",,57726ecdedc2cb3880b8857f,"trust
love
fear
sadness
disagreeableness
surprise",,577284f5edc2cb3880ffa16a,"gratitude
happiness
arrogance
pessimism
disagreeableness
surprise",,yes,face,3,577289a7edc2cb38800e769c,"trust
gratitude
disgust
pessimism
disagreeableness
anticipation",,yes,face,1,57726ecdedc2cb3880b8857f,"trust
gratitude
anger
disgust
sadness",,yes,face,3,57727e33edc2cb3880ea4019,"trust
gratitude
humility
anger
fear
sadness
anticipation",,yes,face,3,57728261edc2cb3880f7748f,"trust
gratitude
disgust
regret
disagreeableness
surprise",,yes,body,3
worker_92,57726ecdedc2cb3880b8857f,"trust
optimism
agreeableness
anticipation",,57727e33edc2cb3880ea4019,"trust
gratitude
humility
happiness
optimism
agreeableness
anticipation",,577289a7edc2cb38800e769c,"trust
arrogance",,577284f5edc2cb3880ffa16a,"disgust
fear
anticipation",,57728261edc2cb3880f7748f,"trust
sadness
anticipation",,57728261edc2cb3880f7748f,"happiness
agreeableness
anticipation",,577284f5edc2cb3880ffa16a,"happiness
optimism
agreeableness
anticipation",,57727e33edc2cb3880ea4019,"trust
humility
happiness
love
optimism
agreeableness
anticipation",,577289a7edc2cb38800e769c,"trust
gratitude
humility
optimism
agreeableness
anticipation",,57726ecdedc2cb3880b8857f,"trust
gratitude
anticipation",,577284f5edc2cb3880ffa16a,anticipation,,yes,"face
body",0,577289a7edc2cb38800e769c,"trust
gratitude
humility
optimism
agreeableness
anticipation",,yes,"face
body",0,57726ecdedc2cb3880b8857f,"trust
gratitude
humility
optimism
agreeableness
anticipation",,yes,"face
body",-1,57727e33edc2cb3880ea4019,"trust
gratitude
humility
happiness
love
optimism
agreeableness
anticipation",,yes,"face
body",3,57728261edc2cb3880f7748f,"happiness
agreeableness
anticipation",,yes,none,3
